"","Measure","Place","Place.Type","Year","Geoid","Max.Month","Measure.Desc.Short","Measure.Type","measure_axis_label","no_definition","Notes","Quantile","rate_label","Strategy","wip_definition","yes_definition","n_missing","Number.of.Records","Rate.Denom","rate_mult","Value.Count","Value.Rate"
"13","Deaths (Asian)","Cabarrus","Counties",2010,37025,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Lowest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"15,084","100,000",0,0
"14","Deaths (Asian)","Caldwell","Counties",2010,37027,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Lowest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"2,360","100,000",0,0
"15","Deaths (Asian)","Camden","Counties",2010,37029,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Lowest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"446","100,000",0,0
"16","Deaths (Asian)","Carteret","Counties",2010,37031,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Lowest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"2,487","100,000",0,0
"17","Deaths (Asian)","Caswell","Counties",2010,37033,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Lowest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"285","100,000",0,0
"18","Deaths (Asian)","Catawba","Counties",2010,37035,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Lowest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"25,442","100,000",1,3.930508608
"19","Deaths (Asian)","Chatham","Counties",2010,37037,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Lowest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"5,837","100,000",0,0
"20","Deaths (Asian)","Cherokee","Counties",2010,37039,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Lowest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"458","100,000",0,0
"21","Deaths (Asian)","Chowan","Counties",2010,37041,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"224","100,000",0,0
"22","Deaths (Asian)","Clay","Counties",2010,37043,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"78","100,000",0,0
"23","Deaths (Asian)","Cleveland","Counties",2010,37045,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"3,976","100,000",0,0
"24","Deaths (Asian)","Columbus","Counties",2010,37047,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"908","100,000",0,0
"25","Deaths (Asian)","Craven","Counties",2010,37049,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"7,847","100,000",1,12.74372372
"26","Deaths (Asian)","Cumberland","Counties",2010,37051,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"42,188","100,000",1,2.370342277
"27","Deaths (Asian)","Currituck","Counties",2010,37053,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"902","100,000",0,0
"28","Deaths (Asian)","Dare","Counties",2010,37055,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"980","100,000",0,0
"29","Deaths (Asian)","Davidson","Counties",2010,37057,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"9,300","100,000",0,0
"30","Deaths (Asian)","Davie","Counties",2010,37059,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"1,000","100,000",0,0
"31","Deaths (Asian)","Duplin","Counties",2010,37061,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"704","100,000",0,0
"32","Deaths (Asian)","Durham","Counties",2010,37063,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"60,080","100,000",0,0
"33","Deaths (Asian)","Edgecombe","Counties",2010,37065,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"668","100,000",0,0
"34","Deaths (Asian)","Forsyth","Counties",2010,37067,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"29,621","100,000",0,0
"35","Deaths (Asian)","Franklin","Counties",2010,37069,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"1,523","100,000",0,0
"36","Deaths (Asian)","Gaston","Counties",2010,37071,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"13,396","100,000",0,0
"37","Deaths (Asian)","Gates","Counties",2010,37073,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"349","100,000",0,0
"38","Deaths (Asian)","Graham","Counties",2010,37075,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"201","100,000",0,0
"39","Deaths (Asian)","Granville","Counties",2010,37077,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"1,656","100,000",0,0
"40","Deaths (Asian)","Greene","Counties",2010,37079,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"218","100,000",0,0
"41","Deaths (Asian)","Guilford","Counties",2010,37081,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"85,771","100,000",1,1.165895233
"42","Deaths (Asian)","Halifax","Counties",2010,37083,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"1,946","100,000",0,0
"43","Deaths (Asian)","Harnett","Counties",2010,37085,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"6,540","100,000",0,0
"44","Deaths (Asian)","Haywood","Counties",2010,37087,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"929","100,000",0,0
"45","Deaths (Asian)","Henderson","Counties",2010,37089,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"4,408","100,000",0,0
"46","Deaths (Asian)","Hertford","Counties",2010,37091,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"549","100,000",0,0
"47","Deaths (Asian)","Hoke","Counties",2010,37093,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"3,044","100,000",0,0
"48","Deaths (Asian)","Hyde","Counties",2010,37095,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"83","100,000",0,0
"49","Deaths (Asian)","Iredell","Counties",2010,37097,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"14,061","100,000",1,7.111869711
"50","Deaths (Asian)","Jackson","Counties",2010,37099,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"1,617","100,000",0,0
"51","Deaths (Asian)","Johnston","Counties",2010,37101,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"5,099","100,000",0,0
"52","Deaths (Asian)","Jones","Counties",2010,37103,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"142","100,000",0,0
"53","Deaths (Asian)","Lee","Counties",2010,37105,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"2,465","100,000",0,0
"54","Deaths (Asian)","Lenoir","Counties",2010,37107,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"1,485","100,000",0,0
"55","Deaths (Asian)","Lincoln","Counties",2010,37109,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"1,850","100,000",0,0
"56","Deaths (Asian)","Macon","Counties",2010,37113,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"1,003","100,000",0,0
"57","Deaths (Asian)","Madison","Counties",2010,37115,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"363","100,000",0,0
"58","Deaths (Asian)","Martin","Counties",2010,37117,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"435","100,000",0,0
"59","Deaths (Asian)","McDowell","Counties",2010,37111,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"2,437","100,000",0,0
"60","Deaths (Asian)","Mecklenburg","Counties",2010,37119,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Middle","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"194,046","100,000",3,1.546025169
"61","Deaths (Asian)","Mitchell","Counties",2010,37121,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"185","100,000",0,0
"62","Deaths (Asian)","Montgomery","Counties",2010,37123,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"2,558","100,000",0,0
"63","Deaths (Asian)","Moore","Counties",2010,37125,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"3,224","100,000",0,0
"64","Deaths (Asian)","Nash","Counties",2010,37127,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"3,827","100,000",0,0
"65","Deaths (Asian)","New Hanover","Counties",2010,37129,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"12,729","100,000",0,0
"66","Deaths (Asian)","Northampton","Counties",2010,37131,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"254","100,000",0,0
"67","Deaths (Asian)","Onslow","Counties",2010,37133,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"20,228","100,000",1,4.943642476
"68","Deaths (Asian)","Orange","Counties",2010,37135,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"39,904","100,000",0,0
"69","Deaths (Asian)","Pamlico","Counties",2010,37137,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"340","100,000",0,0
"70","Deaths (Asian)","Pasquotank","Counties",2010,37139,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"2,712","100,000",0,0
"71","Deaths (Asian)","Pender","Counties",2010,37141,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"1,060","100,000",0,0
"72","Deaths (Asian)","Perquimans","Counties",2010,37143,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"157","100,000",0,0
"73","Deaths (Asian)","Person","Counties",2010,37145,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"517","100,000",0,0
"74","Deaths (Asian)","Pitt","Counties",2010,37147,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"11,066","100,000",0,0
"75","Deaths (Asian)","Polk","Counties",2010,37149,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"243","100,000",0,0
"76","Deaths (Asian)","Randolph","Counties",2010,37151,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"6,700","100,000",0,0
"77","Deaths (Asian)","Richmond","Counties",2010,37153,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"1,973","100,000",0,0
"78","Deaths (Asian)","Robeson","Counties",2010,37155,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"5,096","100,000",0,0
"79","Deaths (Asian)","Rockingham","Counties",2010,37157,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"2,289","100,000",0,0
"80","Deaths (Asian)","Rowan","Counties",2010,37159,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"7,118","100,000",0,0
"81","Deaths (Asian)","Rutherford","Counties",2010,37161,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"1,468","100,000",0,0
"82","Deaths (Asian)","Sampson","Counties",2010,37163,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"1,498","100,000",0,0
"83","Deaths (Asian)","Scotland","Counties",2010,37165,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"1,219","100,000",0,0
"84","Deaths (Asian)","Stanly","Counties",2010,37167,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"5,931","100,000",0,0
"85","Deaths (Asian)","Stokes","Counties",2010,37169,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"626","100,000",0,0
"86","Deaths (Asian)","Surry","Counties",2010,37171,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"2,040","100,000",0,0
"87","Deaths (Asian)","Swain","Counties",2010,37173,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"211","100,000",0,0
"88","Deaths (Asian)","Transylvania","Counties",2010,37175,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"830","100,000",0,0
"89","Deaths (Asian)","Tyrrell","Counties",2010,37177,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"223","100,000",0,0
"90","Deaths (Asian)","Union","Counties",2010,37179,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"15,317","100,000",0,0
"91","Deaths (Asian)","Vance","Counties",2010,37181,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"1,533","100,000",0,0
"92","Deaths (Asian)","Wake","Counties",2010,37183,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"216,602","100,000",2,0.923352508
"93","Deaths (Asian)","Warren","Counties",2010,37185,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"250","100,000",0,0
"94","Deaths (Asian)","Washington","Counties",2010,37187,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"437","100,000",0,0
"95","Deaths (Asian)","Watauga","Counties",2010,37189,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"2,005","100,000",0,0
"96","Deaths (Asian)","Wayne","Counties",2010,37191,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"5,833","100,000",0,0
"97","Deaths (Asian)","Wilkes","Counties",2010,37193,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"2,345","100,000",0,0
"98","Deaths (Asian)","Wilson","Counties",2010,37195,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"3,107","100,000",0,0
"99","Deaths (Asian)","Yadkin","Counties",2010,37197,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"415","100,000",0,0
"100","Deaths (Asian)","Yancey","Counties",2010,37199,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8D) Equity: Asian NH",NA,NA,0,1,"172","100,000",0,0
