"","Measure","Place","Place.Type","Year","Geoid","Max.Month","Measure.Desc.Short","Measure.Type","measure_axis_label","no_definition","Notes","Quantile","rate_label","Strategy","wip_definition","yes_definition","n_missing","Number.of.Records","Rate.Denom","rate_mult","Value.Count","Value.Rate"
"50","Deaths (Black)","Jackson","Counties",2010,37099,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"4,562","100,000",0,0
"51","Deaths (Black)","Johnston","Counties",2010,37101,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Middle","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"126,491","100,000",4,3.16228032
"52","Deaths (Black)","Jones","Counties",2010,37103,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"16,752","100,000",0,0
"53","Deaths (Black)","Lee","Counties",2010,37105,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"58,490","100,000",1,1.709693965
"54","Deaths (Black)","Lenoir","Counties",2010,37107,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Middle","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"116,481","100,000",6,5.151054678
"55","Deaths (Black)","Lincoln","Counties",2010,37109,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"23,019","100,000",0,0
"56","Deaths (Black)","Macon","Counties",2010,37113,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"2,905","100,000",0,0
"57","Deaths (Black)","Madison","Counties",2010,37115,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"1,379","100,000",1,72.51631617
"58","Deaths (Black)","Martin","Counties",2010,37117,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Middle","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"52,070","100,000",4,7.681966583
"59","Deaths (Black)","McDowell","Counties",2010,37111,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"8,880","100,000",0,0
"60","Deaths (Black)","Mecklenburg","Counties",2010,37119,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 8 and rate was NA","Middle","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"1,313,016","100,000",45,3.42722404
"61","Deaths (Black)","Mitchell","Counties",2010,37121,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"543","100,000",0,0
"62","Deaths (Black)","Montgomery","Counties",2010,37123,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"26,726","100,000",0,0
"63","Deaths (Black)","Moore","Counties",2010,37125,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"61,779","100,000",3,4.856019036
"64","Deaths (Black)","Nash","Counties",2010,37127,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"173,238","100,000",6,3.463443355
"65","Deaths (Black)","New Hanover","Counties",2010,37129,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 2 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"152,239","100,000",13,8.539204803
"66","Deaths (Black)","Northampton","Counties",2010,37131,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"60,666","100,000",3,4.945109287
"67","Deaths (Black)","Onslow","Counties",2010,37133,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"147,478","100,000",4,2.712268949
"68","Deaths (Black)","Orange","Counties",2010,37135,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"86,259","100,000",4,4.637197278
"69","Deaths (Black)","Pamlico","Counties",2010,37137,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"14,022","100,000",0,0
"70","Deaths (Black)","Pasquotank","Counties",2010,37139,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"78,869","100,000",5,6.339626469
"71","Deaths (Black)","Pender","Counties",2010,37141,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"48,251","100,000",1,2.072495907
"72","Deaths (Black)","Perquimans","Counties",2010,37143,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"16,262","100,000",2,12.29861026
"73","Deaths (Black)","Person","Counties",2010,37145,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"53,105","100,000",5,9.415309293
"74","Deaths (Black)","Pitt","Counties",2010,37147,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"267,555","100,000",9,3.36379436
"75","Deaths (Black)","Polk","Counties",2010,37149,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"5,154","100,000",1,19.4024059
"76","Deaths (Black)","Randolph","Counties",2010,37151,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"41,481","100,000",3,7.232226803
"77","Deaths (Black)","Richmond","Counties",2010,37153,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"71,053","100,000",2,2.81480022
"78","Deaths (Black)","Robeson","Counties",2010,37155,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"155,905","100,000",6,3.848497482
"79","Deaths (Black)","Rockingham","Counties",2010,37157,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"89,129","100,000",4,4.487877122
"80","Deaths (Black)","Rowan","Counties",2010,37159,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"108,980","100,000",4,3.670398238
"81","Deaths (Black)","Rutherford","Counties",2010,37161,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 2 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"35,560","100,000",3,8.436445444
"82","Deaths (Black)","Sampson","Counties",2010,37163,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"88,379","100,000",9,10.18341461
"83","Deaths (Black)","Scotland","Counties",2010,37165,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"69,736","100,000",3,4.30193874
"84","Deaths (Black)","Stanly","Counties",2010,37167,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"34,910","100,000",1,2.864508737
"85","Deaths (Black)","Stokes","Counties",2010,37169,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"11,195","100,000",0,0
"86","Deaths (Black)","Surry","Counties",2010,37171,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"14,828","100,000",1,6.743997842
"87","Deaths (Black)","Swain","Counties",2010,37173,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"1,108","100,000",0,0
"88","Deaths (Black)","Transylvania","Counties",2010,37175,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"7,991","100,000",0,0
"89","Deaths (Black)","Tyrrell","Counties",2010,37177,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"8,380","100,000",0,0
"90","Deaths (Black)","Union","Counties",2010,37179,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"115,750","100,000",5,4.319654428
"91","Deaths (Black)","Vance","Counties",2010,37181,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"107,098","100,000",6,5.602345515
"92","Deaths (Black)","Wake","Counties",2010,37183,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 9 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"882,771","100,000",36,4.078067811
"93","Deaths (Black)","Warren","Counties",2010,37185,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 2 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"52,958","100,000",4,7.553155331
"94","Deaths (Black)","Washington","Counties",2010,37187,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"32,459","100,000",1,3.080809637
"95","Deaths (Black)","Watauga","Counties",2010,37189,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"4,838","100,000",0,0
"96","Deaths (Black)","Wayne","Counties",2010,37191,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 2 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"187,718","100,000",5,2.663569823
"97","Deaths (Black)","Wilkes","Counties",2010,37193,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"14,442","100,000",2,13.84849744
"98","Deaths (Black)","Wilson","Counties",2010,37195,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"152,455","100,000",5,3.279656292
"99","Deaths (Black)","Yadkin","Counties",2010,37197,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8B) Equity: Black NH",NA,NA,0,1,"6,594","100,000",1,15.16530179
