,Measure,Place,Place.Type,Year,Geoid,Max.Month,Measure.Desc.Short,Measure.Type,measure_axis_label,no_definition,Notes,Quantile,rate_label,Strategy,wip_definition,yes_definition,n_missing,Number.of.Records,Rate.Denom,rate_mult,Value.Count,Value.Rate
54,Deaths (AI/AN),Lenoir,Counties,2010,37107,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,643,100000,0,0
55,Deaths (AI/AN),Lincoln,Counties,2010,37109,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,911,100000,0,0
56,Deaths (AI/AN),Macon,Counties,2010,37113,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,543,100000,0,0
57,Deaths (AI/AN),Madison,Counties,2010,37115,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,273,100000,0,0
58,Deaths (AI/AN),Martin,Counties,2010,37117,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,368,100000,0,0
59,Deaths (AI/AN),McDowell,Counties,2010,37111,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,648,100000,0,0
60,Deaths (AI/AN),Mecklenburg,Counties,2010,37119,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,18503,100000,2,11
61,Deaths (AI/AN),Mitchell,Counties,2010,37121,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,151,100000,0,0
62,Deaths (AI/AN),Montgomery,Counties,2010,37123,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,451,100000,0,0
63,Deaths (AI/AN),Moore,Counties,2010,37125,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,3228,100000,1,31
64,Deaths (AI/AN),Nash,Counties,2010,37127,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,2213,100000,0,0
65,Deaths (AI/AN),New Hanover,Counties,2010,37129,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,4003,100000,1,25
66,Deaths (AI/AN),Northampton,Counties,2010,37131,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,378,100000,0,0
67,Deaths (AI/AN),Onslow,Counties,2010,37133,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,6038,100000,1,17
68,Deaths (AI/AN),Orange,Counties,2010,37135,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,2360,100000,0,0
69,Deaths (AI/AN),Pamlico,Counties,2010,37137,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,356,100000,0,0
70,Deaths (AI/AN),Pasquotank,Counties,2010,37139,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,698,100000,0,0
71,Deaths (AI/AN),Pender,Counties,2010,37141,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,1107,100000,0,0
72,Deaths (AI/AN),Perquimans,Counties,2010,37143,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,123,100000,0,0
73,Deaths (AI/AN),Person,Counties,2010,37145,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,1182,100000,1,85
74,Deaths (AI/AN),Pitt,Counties,2010,37147,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,2347,100000,0,0
75,Deaths (AI/AN),Polk,Counties,2010,37149,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,173,100000,0,0
76,Deaths (AI/AN),Randolph,Counties,2010,37151,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,3119,100000,0,0
77,Deaths (AI/AN),Richmond,Counties,2010,37153,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,4863,100000,1,21
78,Deaths (AI/AN),Robeson,Counties,2010,37155,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 11 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,245077,100000,30,12
79,Deaths (AI/AN),Rockingham,Counties,2010,37157,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,1438,100000,1,70
80,Deaths (AI/AN),Rowan,Counties,2010,37159,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,High,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,2226,100000,0,0
81,Deaths (AI/AN),Rutherford,Counties,2010,37161,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,616,100000,0,0
82,Deaths (AI/AN),Sampson,Counties,2010,37163,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,5595,100000,2,36
83,Deaths (AI/AN),Scotland,Counties,2010,37165,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,18590,100000,2,11
84,Deaths (AI/AN),Stanly,Counties,2010,37167,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,761,100000,0,0
85,Deaths (AI/AN),Stokes,Counties,2010,37169,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,614,100000,0,0
86,Deaths (AI/AN),Surry,Counties,2010,37171,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,872,100000,0,0
87,Deaths (AI/AN),Swain,Counties,2010,37173,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 3 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,18215,100000,11,60
88,Deaths (AI/AN),Transylvania,Counties,2010,37175,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,436,100000,0,0
89,Deaths (AI/AN),Tyrrell,Counties,2010,37177,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,43,100000,0,0
90,Deaths (AI/AN),Union,Counties,2010,37179,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,3533,100000,0,0
91,Deaths (AI/AN),Vance,Counties,2010,37181,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,503,100000,0,0
92,Deaths (AI/AN),Wake,Counties,2010,37183,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,17344,100000,2,12
93,Deaths (AI/AN),Warren,Counties,2010,37185,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,5013,100000,0,0
94,Deaths (AI/AN),Washington,Counties,2010,37187,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,55,100000,0,0
95,Deaths (AI/AN),Watauga,Counties,2010,37189,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,652,100000,0,0
96,Deaths (AI/AN),Wayne,Counties,2010,37191,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,2053,100000,0,0
97,Deaths (AI/AN),Wilkes,Counties,2010,37193,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,489,100000,1,204
98,Deaths (AI/AN),Wilson,Counties,2010,37195,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,894,100000,0,0
99,Deaths (AI/AN),Yadkin,Counties,2010,37197,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,313,100000,0,0
100,Deaths (AI/AN),Yancey,Counties,2010,37199,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Highest,"Rate per 100,000 residents",8A) Equity: AI/AN NH,NA,NA,0,1,219,100000,0,0
