Measure,Place,Place Type,Year,Geoid,Max Month,Measure Desc Short,Measure Type,measure_axis_label,no_definition,Notes,Quantile,rate_label,Strategy,wip_definition,yes_definition,n_missing,Number of Records,Rate Denom,rate_mult,Value Count,Value Rate
Deaths (Asian),Beaufort,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,769,"100,000",0,0
Deaths (Asian),Bertie,Counties,2010,37015,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,211,"100,000",0,0
Deaths (Asian),Bladen,Counties,2010,37017,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,317,"100,000",0,0
Deaths (Asian),Bladen,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,317,"100,000",0,0
Deaths (Asian),Brunswick,Counties,2010,37019,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"2,692","100,000",0,0
Deaths (Asian),Brunswick,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"2,692","100,000",0,0
Deaths (Asian),Buncombe,Counties,2010,37021,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"13,792","100,000",0,0
Deaths (Asian),Buncombe,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"13,792","100,000",0,0
Deaths (Asian),Burke,Counties,2010,37023,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"16,937","100,000",0,0
Deaths (Asian),Burke,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"16,937","100,000",0,0
Deaths (Asian),Cabarrus,Counties,2010,37025,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"15,084","100,000",0,0
Deaths (Asian),Cabarrus,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"15,084","100,000",0,0
Deaths (Asian),Caldwell,Counties,2010,37027,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"2,360","100,000",0,0
Deaths (Asian),Caldwell,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"2,360","100,000",0,0
Deaths (Asian),Camden,Counties,2010,37029,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,446,"100,000",0,0
Deaths (Asian),Cardinal Innovations,LMEMCO Regions,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"343,449","100,000",3,0.873492134
Deaths (Asian),Carteret,Counties,2010,37031,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"2,487","100,000",0,0
Deaths (Asian),Carteret,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"2,487","100,000",0,0
Deaths (Asian),Caswell,Counties,2010,37033,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,285,"100,000",0,0
Deaths (Asian),Caswell,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,285,"100,000",0,0
Deaths (Asian),Catawba,Counties,2010,37035,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"25,442","100,000",1,3.930508608
Deaths (Asian),Catawba,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"25,442","100,000",1,3.930508608
Deaths (Asian),Chatham,Counties,2010,37037,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"5,837","100,000",0,0
Deaths (Asian),Chatham,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"5,837","100,000",0,0
Deaths (Asian),Cherokee,Counties,2010,37039,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,458,"100,000",0,0
Deaths (Asian),Cherokee,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,458,"100,000",0,0
Deaths (Asian),Chowan,Counties,2010,37041,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,224,"100,000",0,0
Deaths (Asian),Clay,Counties,2010,37043,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,78,"100,000",0,0
Deaths (Asian),Clay,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,78,"100,000",0,0
Deaths (Asian),Cleveland,Counties,2010,37045,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"3,976","100,000",0,0
Deaths (Asian),Cleveland,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"3,976","100,000",0,0
Deaths (Asian),Columbus,Counties,2010,37047,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,908,"100,000",0,0
Deaths (Asian),Columbus,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,908,"100,000",0,0
Deaths (Asian),Craven,Counties,2010,37049,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"7,847","100,000",1,12.74372372
Deaths (Asian),Craven,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"7,847","100,000",1,12.74372372
Deaths (Asian),Cumberland,Counties,2010,37051,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"42,188","100,000",1,2.370342277
Deaths (Asian),Cumberland,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"42,188","100,000",1,2.370342277
Deaths (Asian),Currituck,Counties,2010,37053,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,902,"100,000",0,0
Deaths (Asian),Dare,Counties,2010,37055,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,980,"100,000",0,0
Deaths (Asian),Dare,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,980,"100,000",0,0
Deaths (Asian),Davidson,Counties,2010,37057,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"9,300","100,000",0,0
Deaths (Asian),Davidson,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"9,300","100,000",0,0
Deaths (Asian),Davie,Counties,2010,37059,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,000","100,000",0,0
Deaths (Asian),Davie,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,000","100,000",0,0
Deaths (Asian),Duplin,Counties,2010,37061,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,704,"100,000",0,0
Deaths (Asian),Duplin,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,704,"100,000",0,0
Deaths (Asian),Durham,Counties,2010,37063,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"60,080","100,000",0,0
Deaths (Asian),Durham,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"60,080","100,000",0,0
Deaths (Asian),Eastern,Health Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Lowest,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"368,320","100,000",5,1.357515204
Deaths (Asian),Eastpointe Office,LMEMCO Regions,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"20,145","100,000",0,0
Deaths (Asian),Edgecombe,Counties,2010,37065,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,668,"100,000",0,0
Deaths (Asian),Edgecombe,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,668,"100,000",0,0
Deaths (Asian),Forsyth,Counties,2010,37067,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"29,621","100,000",0,0
Deaths (Asian),Forsyth,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"29,621","100,000",0,0
Deaths (Asian),Franklin,Counties,2010,37069,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,523","100,000",0,0
Deaths (Asian),Franklin,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,523","100,000",0,0
Deaths (Asian),Gaston,Counties,2010,37071,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"13,396","100,000",0,0
Deaths (Asian),Gaston,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"13,396","100,000",0,0
Deaths (Asian),Gates,Counties,2010,37073,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,349,"100,000",0,0
Deaths (Asian),Graham,Counties,2010,37075,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,201,"100,000",0,0
Deaths (Asian),Graham,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,201,"100,000",0,0
Deaths (Asian),Granville,Counties,2010,37077,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,656","100,000",0,0
Deaths (Asian),Granville-Vance District,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"3,189","100,000",0,0
Deaths (Asian),Greene,Counties,2010,37079,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,218,"100,000",0,0
Deaths (Asian),Greene,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Low,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,218,"100,000",0,0
Deaths (Asian),Guilford,Counties,2010,37081,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"85,771","100,000",1,1.165895233
Deaths (Asian),Guilford,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"85,771","100,000",1,1.165895233
Deaths (Asian),Halifax,Counties,2010,37083,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,946","100,000",0,0
Deaths (Asian),Halifax,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,946","100,000",0,0
Deaths (Asian),Harnett,Counties,2010,37085,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"6,540","100,000",0,0
Deaths (Asian),Harnett,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"6,540","100,000",0,0
Deaths (Asian),Haywood,Counties,2010,37087,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,929,"100,000",0,0
Deaths (Asian),Haywood,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,929,"100,000",0,0
Deaths (Asian),Henderson,Counties,2010,37089,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"4,408","100,000",0,0
Deaths (Asian),Henderson,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"4,408","100,000",0,0
Deaths (Asian),Hertford,Counties,2010,37091,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,549,"100,000",0,0
Deaths (Asian),Hoke,Counties,2010,37093,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"3,044","100,000",0,0
Deaths (Asian),Hoke,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"3,044","100,000",0,0
Deaths (Asian),Hyde,Counties,2010,37095,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,83,"100,000",0,0
Deaths (Asian),Hyde,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,83,"100,000",0,0
Deaths (Asian),Iredell,Counties,2010,37097,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"14,061","100,000",1,7.111869711
Deaths (Asian),Iredell,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 1 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"14,061","100,000",1,7.111869711
Deaths (Asian),Jackson,Counties,2010,37099,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,617","100,000",0,0
Deaths (Asian),Jackson,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"1,617","100,000",0,0
Deaths (Asian),Johnston,Counties,2010,37101,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"5,099","100,000",0,0
Deaths (Asian),Johnston,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"5,099","100,000",0,0
Deaths (Asian),Jones,Counties,2010,37103,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,142,"100,000",0,0
Deaths (Asian),Jones,LHD Districts,2010,,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,142,"100,000",0,0
Deaths (Asian),Lee,Counties,2010,37105,12,"Drug overdose deaths among NC Residents (ICD-10), all intents",metric,Number of deaths,NA,Annual count was 0 and rate was NA,Middle,"Rate per 100,000 residents",8D) Equity: Asian NH,NA,NA,0,1,"2,465","100,000",0,0
